Base Word,Guideword,Level,Part of Speech,Topic
president,,A2,noun,politics
policy,PLAN,B2,noun,politics
service,GOVERNMENT DEPARTMENT,B2,noun,politics
republic,,C1,noun,politics
referendum,,C2,noun,politics
regime,,C2,noun,politics
seat,POLITICS,C2,noun,politics
secretary,OFFICIAL,C2,noun,politics
politics,,B1,noun,politics
power,POLITICS,C1,noun,politics
reform,,C2,noun,politics
rule,CONTROL SOMEWHERE,B2,verb,politics
roommate,,A2,noun,relationships
relative,,B1,noun,relationships
romance,,B1,noun,relationships
separate,HUSBAND/WIFE,B2,verb,relationships
rear,,C1,verb,relationships
playground,,A2,noun,shopping
pool,SWIM,A2,noun,shopping
puzzle,,A2,noun,shopping
quiz,GAME,A2,noun,shopping
race,"RUNNING, RIDING, ETC.",A2,noun,shopping
racket,SPORT,A2,noun,shopping
point,SPORTS,B1,noun,shopping
product,,B1,noun,shopping
record,BEST,B1,noun,shopping
score,,B1,noun,shopping
penalty,SPORT,B2,noun,shopping
referee,,B2,noun,shopping
run,SPORTS,B2,noun,shopping
set,TENNIS,B2,noun,shopping
shot,SPORTS,B2,noun,shopping
rugby,,A2,noun,shopping
pool,GAME,B1,noun,shopping
service,DEALING WITH CUSTOMER,B1,noun,shopping
play,CHILDREN,B2,noun,shopping
sale,SELL,B2,noun,shopping
represent,COMPETITION,B2,verb,shopping
PC,,A2,noun,technology
program,COMPUTER,A2,noun,technology
plug,ELECTRICAL OBJECT,B1,noun,technology
pump,,B1,noun,technology
remote control,,B1,noun,technology
pedal,,B2,noun,technology
satellite,,B2,noun,technology
power,ELECTRICITY,B1,noun,technology
radio,SYSTEM,B1,noun,technology
return,COMPUTER,B1,noun,technology
scan,COMPUTER,C1,verb,technology
plane,,A1,noun,travel
platform,TRAIN,A2,noun,travel
platform,TRAIN,A2,noun,travel
railroad,,A2,noun,travel
ship,,A2,noun,travel
pocket,IN BAG,B1,noun,travel
resort,VACATION,B1,noun,travel
ride,VEHICLE,B1,noun,travel
ride,BICYCLE,B1,noun,travel
route,ROAD,B1,noun,travel
schedule,BUS/TRAIN,B1,noun,travel
rocket,VEHICLE,B2,noun,travel
public transportation,,B1,noun,travel
rail,TRAINS,B1,noun,travel
reverse,DRIVING,C2,noun,travel
road,FOR DRIVING,A1,noun,travel
port,,B1,noun,travel
rush hour,,B2,noun,travel
sail,TRAVEL ON BOAT,B1,verb,travel
run,TRAVEL,B2,verb,travel
sail,MOVE ON WATER,B2,verb,travel
reach,ARRIVE,B1,verb,travel
ride,TRAVEL,A2,verb,travel
sail,CONTROL BOAT,B1,verb,travel
secretary,IN OFFICE,A2,noun,work
profession,WORK,B1,noun,work
servant,,B2,noun,work
shift,WORK,B2,noun,work
perk,,C1,noun,work
recruit,,C2,noun,work
service,WORK,C1,noun,work
rank,,C1,noun,work
personnel,,C1,noun,work
retire,,B1,verb,work
serve,WORK,C1,verb,work
rape,,B2,noun,crime
robbery,,B2,noun,crime
pork,,B1,noun,food and drink
priest,,B1,noun,work
recycling,PROCESS,B1,noun,
recycling,MATERIALS,B2,noun,
reconstruction,PAST EVENT,C2,noun,
reorganize,,C1,verb,
replacement,THING OR PERSON,B2,noun,
replacement,PROCESS,C1,noun,
redevelopment,,C1,noun,
refund,,B1,noun,
reunion,,C2,noun,
readjust,CHANGE BEHAVIOUR,C2,verb,
recur,,C2,verb,
rebuild,BUILD AGAIN,B1,verb,
replace,GET SOMETHING NEW,B1,verb,
reflect,IMAGE,B2,verb,
reflect,SHOW,B2,verb,
regain,,B2,verb,
repay,MONEY,B2,verb,
replace,BE USED INSTEAD,B2,verb,
reschedule,,B2,verb,
readjust,SMALL CHANGE,C1,verb,
recharge,,C1,verb,
recreate,,C1,verb,
redevelop,,C1,verb,
reinforce,OPINION,C1,verb,
restart,,C1,verb,
restart,,C1,verb,
reconstruct,PAST EVENT,C2,verb,
reinforce,OBJECT,C2,verb,
recycle,,B1,verb,
reconsider,,C1,verb,
relocate,,C1,verb,
rethink,,C1,verb,
restructure,,C2,verb,
principal,,A2,noun,
professional,,B2,noun,
reversal,,C2,noun,
renewal,AGREEMENT,C1,noun,
renewal,REPAIR/IMPROVE,C2,noun,
performance,HOW SUCCESSFUL,B2,noun,
relevance,,C1,noun,
perseverance,,C2,noun,
resistance,DISAGREE,C2,noun,
resistance,FIGHT,C2,noun,
resemblance,,C2,noun,
resistance,ORGANIZATION,C2,noun,
reference,LETTER,B2,noun,
persistence,,C2,noun,
presence,QUALITY,C2,noun,
presence,IN A PLACE,B2,noun,
presence,POLICE/SOLDIERS,C2,noun,
presence,FEELING,C2,noun,
photographer,,A2,noun,
ruler,FOR MEASURING,A2,noun,
reader,BOOK,B1,noun,
reporter,,B1,noun,
rider,,B1,noun,
seller,,B1,noun,
philosopher,,B2,noun,
producer,,B2,noun,
publisher,,B2,noun,
programmer,,C1,noun,
provider,,C1,noun,
ruler,LEADER,C1,noun,
retailer,,C2,noun,
plastic,,A2,noun,
shortcoming,,C1,noun,
ruling,,C2,noun,
shopping,,A1,noun,
planning,DECIDING,B2,noun,
planning,DEVELOPMENT,C1,noun,
reasoning,,C2,noun,
running,CONTROL,C2,noun,
position,PLACE,B1,noun,
population,PEOPLE,B2,noun,
position,RANK,B2,noun,
reception,,B2,noun,
reflection,IMAGE,B2,noun,
regulation,RULE,B2,noun,
revolution,CHANGE,B2,noun,
selection,THINGS CHOSEN,B2,noun,
precaution,,C1,noun,
projection,CALCULATION,C1,noun,
proposition,,C1,noun,
presumption,,C2,noun,
procession,,C2,noun,
rejection,JOB/COLLEGE,C2,noun,
resolution,DECISION,C2,noun,
resolution,PROMISE,C2,noun,
revelation,,C2,noun,
sanction,,C2,noun,
relaxation,,B1,noun,
production,MAKING,B2,noun,
production,AMOUNT,B2,noun,
protection,,B2,noun,
selection,ACT OF CHOOSING,B2,noun,
perfection,,C1,noun,
preservation,,C1,noun,
projection,IMAGE,C1,noun,
radiation,,C1,noun,
regulation,CONTROL,C1,noun,
renovation,,C1,noun,
presentation,APPEARANCE,C2,noun,
realization,ACHIEVING,C2,noun,
recognition,HONOUR,C2,noun,
recognition,KNOW,C2,noun,
rejection,PERSON,C2,noun,
retention,,C2,noun,
population,NUMBER,B1,noun,
position,SITTING/STANDING,B1,noun,
presentation,CEREMONY,B2,noun,
reduction,,B2,noun,
relation,CONNECTION,B2,noun,
separation,APART,B2,noun,
progression,,C1,noun,
provision,,C1,noun,
restriction,LIMIT,C1,noun,
perception,,C2,noun,
provocation,,C2,noun,
recollection,,C2,noun,
rejection,NOT ACCEPT,C2,noun,
repetition,,C2,noun,
reservation,DOUBT,C2,noun,
resolution,SOLUTION,C2,noun,
restriction,RULE,C2,noun,
realization,NOTICING,C1,noun,
receptionist,,A2,noun,
scientist,,B1,noun,
pharmacist,,B2,noun,
psychologist,,B2,noun,
psychiatrist,,C2,noun,
possibility,OPTION,B2,noun,
quality,GOOD,B1,noun,
popularity,,B2,noun,
reality,FACTS,B2,noun,
productivity,,C1,noun,
purity,,C1,noun,
rarity,,C1,noun,
reliability,,C1,noun,
security,SAFE SITUATION,C1,noun,
severity,,C2,noun,
possibility,MAY HAPPEN/BE TRUE,B1,noun,
probability,,C1,noun,
scarcity,,C2,noun,
recognize,KNOW,B1,verb,
recognize,ACCEPT,B2,verb,
privatize,,C1,verb,
requirement,,B2,noun,
settlement,AGREEMENT,C1,noun,
settlement,ARRANGEMENT,C2,noun,
settlement,PLACE,C2,noun,
payment,ACT,B2,noun,
recruitment,,C1,noun,
readiness,WILLING,C1,noun,
richness,,C1,noun,
readiness,PREPARED,C2,noun,
refrigerator,,A1,noun,
professor,,B1,noun,
sailor,,B1,noun,
razor,,B2,noun,
predecessor,,C2,noun,
prosecutor,,C2,noun,
relationship,CONNECTION,B2,noun,
readership,,C1,noun,
shooting,,B2,noun,
racist,,C2,noun,
person,HUMAN,A1,noun,
problem,DIFFICULT SITUATION,A1,noun,
restaurant,,A1,noun,
pen pal,,A2,noun,
pilot,,A2,noun,
plan,ARRANGEMENT,A2,noun,
policeman,,A2,noun,
police officer,,A2,noun,
police station,,A2,noun,
policewoman,,A2,noun,
present,SOMETHING GIVEN,A2,noun,
price,COST,A2,noun,
prize,,A2,noun,
purse,,A2,noun,
quarter,FOURTH PART,A2,noun,
queen,,A2,noun,
question,EXAM,A2,noun,
reason,WHY,A2,noun,
receipt,PIECE OF PAPER,A2,noun,
report card,,A2,noun,
salesperson,,A2,noun,
screen,,A2,noun,
second,PART OF MINUTE,A2,noun,
set,GROUP,A2,noun,
shop,,A2,noun,
pedestrian,,B1,noun,
period,TIME,B1,noun,
pharmacy,,B1,noun,
phrasal verb,,B1,noun,
pin,,B1,noun,
pipe,,B1,noun,
pleasure,EXPERIENCE,B1,noun,
plug,HOLE,B1,noun,
politician,,B1,noun,
preposition,,B1,noun,
prescription,,B1,noun,
prince,,B1,noun,
princess,,B1,noun,
pronoun,,B1,noun,
purpose,REASON,B1,noun,
range,OF THINGS,B1,noun,
report,,B1,noun,
result,INFORMATION,B1,noun,
result,COMPETITION,B1,noun,
résumé,,B1,noun,
review,REPORT,B1,noun,
reward,SOMETHING GOOD,B1,noun,
reward,MONEY,B1,noun,
ride,PLAYING,B1,noun,
robot,,B1,noun,
rule,PRINCIPLE,B1,noun,
run,MOVE FAST,B1,noun,
salesman,,B1,noun,
saleswoman,,B1,noun,
salon,,B1,noun,
search,USE COMPUTER,B1,noun,
season,FOR PARTICULAR EVENT,B1,noun,
secret,NOT TELL,B1,noun,
section,,B1,noun,
session,,B1,noun,
pattern,WAY,B2,noun,
pattern,GUIDE,B2,noun,
pause,,B2,noun,
peak,HIGHEST POINT,B2,noun,
pension,,B2,noun,
phase,,B2,noun,
plan,DRAWING,B2,noun,
platform,RAISED SURFACE,B2,noun,
platform,RAISED SURFACE,B2,noun,
plot,STORY,B2,noun,
point,SHARP END,B2,noun,
point,TIME,B2,noun,
point,QUALITY,B2,noun,
point,MATHEMATICS,B2,noun,
point,DIRECTION,B2,noun,
point of view,WAY OF THINKING,B2,noun,
prefix,,B2,noun,
process,CHANGES,B2,noun,
program,PLAN,B2,noun,
project,WORK,B2,noun,
proper noun,,B2,noun,
proposal,MARRY,B2,noun,
quarter,MONEY,B2,noun,
question,PROBLEM,B2,noun,
range,AMOUNT,B2,noun,
rate,HOW MANY,B2,noun,
ray,,B2,noun,
rebel,,B2,noun,
release,,B2,noun,
remedy,FOR A PROBLEM,B2,noun,
representative,,B2,noun,
resource,,B2,noun,
right,LAW,B2,noun,
ring,SOUND,B2,noun,
rise,INCREASE,B2,noun,
role,PURPOSE,B2,noun,
sample,PART OF GROUP,B2,noun,
scene,VIEW,B2,noun,
scent,,B2,noun,
schedule,,B2,noun,
scheme,,B2,noun,
scratch,,B2,noun,
senior,OLDER,B2,noun,
series,THINGS,B2,noun,
shot,WEAPON,B2,noun,
peasant,,C1,noun,
peek,,C1,noun,
peer,,C1,noun,
permit,,C1,noun,
perspective,WAY OF THINKING,C1,noun,
phenomenon,,C1,noun,
philosophy,WAY OF THINKING,C1,noun,
policy,AGREEMENT,C1,noun,
portion,PART,C1,noun,
power,COUNTRY,C1,noun,
principle,IDEA,C1,noun,
print,PICTURE,C1,noun,
privilege,OPPORTUNITY,C1,noun,
profile,PUBLIC IMAGE,C1,noun,
proportion,PART OF TOTAL,C1,noun,
push,ENCOURAGEMENT,C1,noun,
pyramid,,C1,noun,
race,EFFORT,C1,noun,
raise,,C1,noun,
rate,SPEED,C1,noun,
ratio,,C1,noun,
rectangle,,C1,noun,
reign,,C1,noun,
riot,,C1,noun,
risk,SOMETHING BAD,C1,noun,
rival,,C1,noun,
role model,,C1,noun,
runway,,C1,noun,
sack,,C1,noun,
saint,,C1,noun,
secretary,COMMITTEE,C1,noun,
serial,,C1,noun,
setback,,C1,noun,
pioneer,,C2,noun,
pit,,C2,noun,
platform,FOR OPINIONS,C2,noun,
platform,FOR OPINIONS,C2,noun,
plot,LAND,C2,noun,
plot,SECRET PLAN,C2,noun,
pocket,MONEY,C2,noun,
point,QUALITY,C2,noun,
point,DIRECTION,C2,noun,
pole,,C2,noun,
puzzle,SITUATION,C2,noun,
quarter,AREA,C2,noun,
quote,COST,C2,noun,
raid,ATTACK,C2,noun,
raid,VISIT,C2,noun,
rail,BAR,C2,noun,
rally,MEETING,C2,noun,
rally,RACE,C2,noun,
reserve,SUPPLY,C2,noun,
retreat,MOVE,C2,noun,
retreat,PLACE,C2,noun,
rhyme,POEM,C2,noun,
ribbon,,C2,noun,
ritual,,C2,noun,
roar,,C2,noun,
rocket,WEAPON,C2,noun,
round,DRINKS,C2,noun,
round,EVENTS,C2,noun,
route,METHOD,C2,noun,
sail,MATERIAL,C2,noun,
scenario,,C2,noun,
scene,ARGUMENT,C2,noun,
scrap,SMALL PIECE,C2,noun,
shade,COVER,C2,noun,
shield,OBJECT,C2,noun,
shock,ELECTRICITY,C2,noun,
shock,MOVEMENT,C2,noun,
shovel,,C2,noun,
pay,,B1,noun,
permission,,B1,noun,
progress,IMPROVEMENT,B1,noun,
property,THINGS OWNED,B1,noun,
research,,B1,noun,
room,SPACE,B1,noun,
sex,ACTIVITY,B1,noun,
peace,NO VIOLENCE,B2,noun,
pottery,OBJECTS,B2,noun,
pottery,ACTIVITY,B2,noun,
power,CONTROL,B2,noun,
privacy,,B2,noun,
proof,,B2,noun,
psychology,,B2,noun,
question,DOUBT,B2,noun,
quiet,,B2,noun,
reach,DISTANCE,B2,noun,
reason,RIGHT,B2,noun,
right,BEHAVIOR,B2,noun,
safety,BEING SAFE,B2,noun,
shelter,PROTECTION,B2,noun,
power,STRENGTH,C1,noun,
praise,,C1,noun,
prestige,,C1,noun,
protein,,C1,noun,
retail,,C1,noun,
safety,HOW SAFE,C1,noun,
scope,AMOUNT,C1,noun,
peer pressure,,C2,noun,
pressure,FORCE,C2,noun,
produce,,C2,noun,
purpose,INTENTION,C2,noun,
pursuit,,C2,noun,
recovery,GET BACK,C2,noun,
refuge,,C2,noun,
relief,LESS PAIN,C2,noun,
relief,HELP,C2,noun,
relish,ENJOYMENT,C2,noun,
remorse,,C2,noun,
rhyme,STYLE,C2,noun,
ruin,LOSING EVERYTHING,C2,noun,
rule,LEADER,C2,noun,
scope,OPPORTUNITY,C2,noun,
scrap,OLD,C2,noun,
scrutiny,,C2,noun,
phone,,A1,noun,
Saturday,,A1,noun,
school,PLACE,A1,noun,
September,,A1,noun,
plural,,A2,noun,
rent,,A2,noun,
rest,RELAX,A2,noun,
powder,,B1,noun,
prison,,B1,noun,
religion,,B1,noun,
repair,,B1,noun,
result,HAPPEN,B1,noun,
review,STUDY,B1,noun,
salary,,B1,noun,
salmon,,B1,noun,
service,PUBLIC NEED,B1,noun,
shadow,NO LIGHT,B1,noun,
shrimp,,B1,noun,
pavement,,B2,noun,
prejudice,,B2,noun,
procedure,,B2,noun,
prospect,POSSIBILITY,B2,noun,
rehearsal,,B2,noun,
risk,BAD POSSIBILITY,B2,noun,
rope,FOR TYING,B2,noun,
scandal,,B2,noun,
service,ARMED FORCES,B2,noun,
share,PART,B2,noun,
pressure,LIQUID/GAS,C1,noun,
privilege,ADVANTAGE,C1,noun,
revenue,,C1,noun,
sacrifice,,C1,noun,
self,,C1,noun,
portrayal,,C2,noun,
practice,ACTIVITY,C2,noun,
precedent,,C2,noun,
review,PROCESS,C2,noun,
rivalry,,C2,noun,
script,LETTERS,C2,noun,
people,,A1,noun,
scissors,,A2,noun,
remains,,B2,noun,
proceedings,WRITTEN RECORD,C2,noun,
quarter,TIME,A1,noun,
return,GOING BACK,B1,noun,
point,REASON,B2,noun,
rule,USUAL WAY,B2,noun,
the second person,,B2,noun,
price,RESULT,C1,noun,
prospect,IDEA,C2,noun,
rush,ACTIVITY,C2,noun,
rush,MOVEMENT,C2,noun,
picture,IDEA,B2,noun,
return,GO BACK,A2,verb,
point,DIRECTION,B1,verb,
rise,MOVE UP,B1,verb,
shine,PRODUCE LIGHT,B1,verb,
shoot,SPORTS,B1,verb,
shop,,B1,verb,
pray,HOPE,B2,verb,
progress,IMPROVE,B2,verb,
propose,MARRY,B2,verb,
qualify,SPORTS,B2,verb,
rebel,,B2,verb,
recover,SITUATION,B2,verb,
remain,CONTINUE TO EXIST,B2,verb,
return,HAPPEN AGAIN,B2,verb,
rise,INCREASE,B2,verb,
run,LIQUID,B2,verb,
settle,LIVE,B2,verb,
shake,FEAR,B2,verb,
plunge,BECOME LOWER,C1,verb,
proceed,CONTINUE,C1,verb,
search,FIND ANSWER,C1,verb,
serve,BE USEFUL,C1,verb,
pay,SUFFER,C2,verb,
persist,CONTINUE TO EXIST,C2,verb,
persist,CONTINUE TO DO,C2,verb,
progress,CONTINUE,C2,verb,
prosper,,C2,verb,
rage,SPEAK,C2,verb,
rage,CONTINUE,C2,verb,
reign,KING/QUEEN,C2,verb,
rhyme,,C2,verb,
riot,,C2,verb,
shake,VOICE,C2,verb,
shine,DO WELL,C2,verb,
shine,EYES/FACE,C2,verb,
send,MAIL,A1,verb,
prefer,WANT,A2,verb,
receive,GET,A2,verb,
repeat,SAY AGAIN,A2,verb,
save,KEEP,A2,verb,
see,"ON TV, ETC.",A2,verb,
sell,FOR MONEY,A2,verb,
sell,OFFER,A2,verb,
serve,PROVIDE FOOD/DRINK,A2,verb,
pick,FLOWERS/FRUIT,B1,verb,
plant,"TREES/FLOWERS, ETC.",B1,verb,
play,ACT,B1,verb,
post,WEB SITE,B1,verb,
punish,,B1,verb,
raise,INCREASE,B1,verb,
reduce,,B1,verb,
rent,RECEIVE MONEY,B1,verb,
require,NEED,B1,verb,
rob,STEAL,B1,verb,
run,ORGANIZE,B1,verb,
save,NOT WASTE,B1,verb,
peel,FOOD,B2,verb,
photograph,,B2,verb,
poison,MAKE DANGEROUS,B2,verb,
pollute,,B2,verb,
produce,CAUSE,B2,verb,
prove,RESULT,B2,verb,
put,CAUSE,B2,verb,
raise,MONEY,B2,verb,
reach,GET TO LEVEL,B2,verb,
record,STORE INFORMATION,B2,verb,
reject,JOB/SCHOOL,B2,verb,
release,MAKE FREE,B2,verb,
release,RECORD/FILM,B2,verb,
renew,,B2,verb,
represent,BE,B2,verb,
review,REPORT,B2,verb,
revise,,B2,verb,
rule,INFLUENCE SOMEONE,B2,verb,
run,USE COMPUTER,B2,verb,
search,POLICE,B2,verb,
see,INFORMATION,B2,verb,
see,CONSIDER,B2,verb,
sentence,,B2,verb,
set,EQUIPMENT,B2,verb,
show,PROVE,B2,verb,
picture,,C1,verb,
possess,,C1,verb,
presume,,C1,verb,
produce,SHOW,C1,verb,
prolong,,C1,verb,
promote,ENCOURAGE,C1,verb,
pursue,,C1,verb,
rate,,C1,verb,
receive,REACT,C1,verb,
refresh,,C1,verb,
regulate,ACTIVITY/PROCESS,C1,verb,
regulate,SPEED/TEMPERATURE,C1,verb,
renovate,,C1,verb,
resolve,,C1,verb,
restore,MAKE EXIST,C1,verb,
reverse,,C1,verb,
review,CONSIDER,C1,verb,
rush,FORCE ACTION,C1,verb,
scare,FRIGHTEN,C1,verb,
see,HAPPEN,C1,verb,
shield,,C1,verb,
shoot,MOVIE,C1,verb,
pinpoint,,C2,verb,
pity,,C2,verb,
plague,,C2,verb,
present,OPPORTUNITY,C2,verb,
press,PERSUADE,C2,verb,
provoke,,C2,verb,
raid,ATTACK,C2,verb,
raid,VISIT,C2,verb,
recollect,,C2,verb,
reconcile,MAKE AGREE,C2,verb,
reform,,C2,verb,
relieve,FROM PAIN,C2,verb,
relish,,C2,verb,
repair,IMPROVE,C2,verb,
represent,SHOW,C2,verb,
retain,,C2,verb,
reveal,SEE,C2,verb,
rival,,C2,verb,
saddle,,C2,verb,
sample,EXPERIENCE,C2,verb,
see,BELIEVE,C2,verb,
send,MAKE HAPPEN,C2,verb,
shape,,C2,verb,
sharpen,MAKE SHARP,C2,verb,
sharpen,MAKE BETTER,C2,verb,
pay,GIVE MONEY,A1,verb,
play,CHILDREN,A1,verb,
play,SPORTS,A1,verb,
practice,,A1,verb,
remember,IN YOUR MIND,A1,verb,
ride,,A1,verb,
play,MAKE MUSIC,A2,verb,
play,"RADIO, CD, ETC.",A2,verb,
prepare,MAKE FOOD,A2,verb,
record,STORE SOUND/PICTURES,A2,verb,
rent,PAY TO LIVE IN,A2,verb,
save,MONEY,A2,verb,
save,COMPUTER,A2,verb,
pay,WORK,B1,verb,
perform,ENTERTAIN,B1,verb,
play,COMPETE,B1,verb,
quit,STOP WORK,B1,verb,
race,,B1,verb,
report,DESCRIBE,B1,verb,
reserve,ARRANGE TO HAVE,B1,verb,
score,,B1,verb,
search,USE COMPUTER,B1,verb,
see,UNDERSTAND,B1,verb,
sew,,B1,verb,
share,"FEELING/EXPERIENCE, ETC.",B1,verb,
pause,EQUIPMENT,B2,verb,
qualify,BE ALLOWED,B2,verb,
recall,,B2,verb,
resign,LEAVE JOB,B2,verb,
row,,B2,verb,
scratch,RUB SKIN,B2,verb,
sell,A LOT,B2,verb,
shrink,,B2,verb,
rank,,C1,verb,
refresh,,C1,verb,
rehearse,,C1,verb,
run,WORKING,C1,verb,
shift,CHANGE,C1,verb,
shine,REFLECT,C1,verb,
shorten,,C1,verb,
show,EASY TO SEE,C1,verb,
peel,COVERING,C2,verb,
pop,,C2,verb,
prosecute,,C2,verb,
relate,CONNECT,C2,verb,
rot,,C2,verb,
shrug,,C2,verb,
refugee,,B2,noun,
prostitute,,C1,noun,
pub,,C1,noun,
rebellion,,C1,noun,
rape,,B2,verb,
scary,,B1,adjective,people: personality
pretty,QUITE,B1,adverb,communication
presently,,C1,adverb,
relative,,C1,adjective,
recycled,,B1,adjective,natural world
reproduce,PRODUCE YOUNG,C2,verb,natural world
reasonable,BIG ENOUGH,B1,adjective,describing things
reasonable,GOOD ENOUGH,B1,adjective,describing things
remarkable,,B2,adjective,describing things
pleasurable,,C1,adjective,describing things
portable,,C1,adjective,describing things
reputable,,C1,adjective,describing things
respectable,ENOUGH,C2,adjective,describing things
payable,TO BE PAID,C1,adjective,money
payable,FOR PERSON,C1,adjective,money
reliable,,B1,adjective,people: personality
reasonable,FAIR,B2,adjective,people: personality
respectable,GOOD BEHAVIOR,B2,adjective,people: personality
physical,,B2,adjective,body and health
psychological,,B2,adjective,body and health
sensational,EXCITING,C2,adjective,describing things
residential,,B2,adjective,homes and buildings
regional,,B2,adjective,natural world
racial,,B2,adjective,people: appearance
professional,SKILL,B1,adjective,people: personality
rational,,C1,adjective,people: personality
philosophical,CALM,C2,adjective,people: personality
practical,GOOD AT PLANNING,C2,adjective,people: personality
sentimental,FEELING,C2,adjective,people: personality
political,,B1,adjective,politics
presidential,,B2,adjective,politics
radical,BELIEFS,C2,adjective,politics
recreational,,C2,adjective,shopping
professional,JOB,B2,adjective,work
self-reliant,,C2,adjective,people: personality
secluded,,C2,adjective,describing things
pleased,HAPPY,A2,adjective,people: personality
relaxed,PERSON,B1,adjective,people: personality
satisfied,PLEASED,B1,adjective,people: personality
scared,,B1,adjective,people: personality
shocked,,B1,adjective,people: personality
petrified,,B2,adjective,people: personality
puzzled,,B2,adjective,people: personality
relieved,,B2,adjective,people: personality
respected,,B2,adjective,people: personality
self-assured,,C2,adjective,people: personality
shattered,UPSET,C2,adjective,people: personality
related,FAMILY,B2,adjective,relationships
scheduled,FLIGHT,B2,adjective,travel
retired,,B2,adjective,work
persistent,,C2,adjective,people: personality
pitiful,,C2,adjective,describing things
peaceful,CALM,B1,adjective,people: personality
powerful,CONTROL,B1,adjective,people: personality
peaceful,NO VIOLENCE,B2,adjective,people: personality
respectful,,C1,adjective,people: personality
resourceful,,C2,adjective,people: personality
reversible,CLOTHES,C2,adjective,clothes
sensible,,B1,adjective,people: personality
responsible,GOOD JUDGMENT,B2,adjective,people: personality
responsible,IMPORTANT,B2,adjective,work
romantic,STORY,B1,adjective,arts and media
poetic,,C2,adjective,communication
scenic,,C1,adjective,describing things
scientific,,B1,adjective,education
pessimistic,,B2,adjective,people: personality
realistic,ACCEPTING SITUATION,B2,adjective,people: personality
sarcastic,,C2,adjective,people: personality
setting,"BOOK/FILM, ETC.",B2,noun,arts and media
setting,POSITION,B2,noun,homes and buildings
relaxing,,B1,adjective,people: personality
shocking,,B1,adjective,people: personality
representation,SPEAKING FOR,C2,noun,crime
sensation,FEELING/IDEA,B2,noun,people: personality
selfish,,B1,adjective,people: personality
quality,,B1,adjective,describing things
repetitive,,C1,adjective,describing things
sensitive,UPSET,B2,adjective,people: personality
sensitive,KIND,B2,adjective,people: personality
protective,WANTING TO PROTECT,C1,adjective,people: personality
perceptive,,C2,adjective,people: personality
receptive,,C2,adjective,people: personality
restless,NOT STILL,C1,adjective,people: personality
restless,NOT SATISFIED,C2,adjective,people: personality
ruthless,,C2,adjective,people: personality
physically,,B2,adverb,body and health
psychologically,,B2,adverb,body and health
really,VERY GREAT,A1,adverb,communication
really,EMPHASIZING,A2,adverb,communication
personally,OPINION,B1,adverb,communication
possibly,QUESTIONS,B1,adverb,communication
perfectly,EMPHASIS,B2,adverb,communication
personally,NOT SOMEONE ELSE,B2,adverb,communication
possibly,EMPHASIS,B2,adverb,communication
precisely,FOR EMPHASIS,B2,adverb,communication
secondly,,B2,adverb,communication
seriously,NOT JOKING,B2,adverb,communication
precisely,AGREEMENT,C1,adverb,communication
precisely,EXACT,B2,adverb,describing things
roughly,NOT EXACTLY,B2,adverb,describing things
scientifically,,B2,adverb,education
racially,,C1,adverb,people: appearance
politely,,B1,adverb,people: personality
peacefully,,B2,adverb,people: personality
positively,,B2,adverb,people: personality
proudly,,B2,adverb,people: personality
readily,WILLINGLY,B2,adverb,people: personality
reasonably,GOOD JUDGMENT,B2,adverb,people: personality
sadly,NOT HAPPY,B2,adverb,people: personality
reluctantly,,C1,adverb,people: personality
rudely,,C1,adverb,people: personality
sensibly,,C1,adverb,people: personality
respectfully,,C2,adverb,people: personality
precious,VALUABLE,B2,adjective,money
prosperous,,C1,adjective,money
serious,PERSON,B1,adjective,people: personality
self-conscious,,C1,adjective,people: personality
rosy,PINK,C2,adjective,body and health
sexy,,B2,adjective,describing things
shabby,MESSY,C1,adjective,describing things
scruffy,,C2,adjective,describing things
salty,,B2,adjective,food and drink
rainy,,B1,adjective,natural world
sandy,,B1,adjective,natural world
rocky,WITH ROCKS,C1,adjective,natural world
risky,,B2,adjective,people: personality
rusty,SKILL,B2,adjective,people: personality
pushy,,C2,adjective,people: personality
rocky,DIFFICULT,C2,adjective,relationships
sexual,MALE OR FEMALE,C1,adjective,people: appearance
pitch,,C2,noun,arts and media
publish,,B1,verb,arts and media
set,STORY/MOVIE,B1,verb,arts and media
pregnant,,B1,adjective,body and health
poisonous,SUBSTANCE,B2,adjective,body and health
plump,,C2,adjective,body and health
positive,MEDICAL TEST,C2,adjective,body and health
sane,,C2,adjective,body and health
recovery,,B2,noun,body and health
scar,,C2,verb,body and health
short,WORDS,A2,adjective,communication
pure,EMPHASIS,B2,adjective,communication
short,NAME,B2,adjective,communication
right,IN SPEECH,A2,adverb,communication
quite,COMPLETELY,B1,adverb,communication
rather,SMALL AMOUNT,B1,adverb,communication
rather,MORE EXACTLY,B2,adverb,communication
question,ASK,B2,verb,communication
question,EXPRESS DOUBT,B2,verb,communication
plead,ASK,C2,verb,communication
plead,EXCUSE,C2,verb,communication
serial,CRIME,C1,adjective,crime
plead,LEGAL,C2,verb,crime
red,COLOR,A1,adjective,describing things
perfect,WITHOUT FAULT,A2,adjective,describing things
pink,,A2,adjective,describing things
pleasant,,A2,adjective,describing things
purple,,A2,adjective,describing things
right,DIRECTION,A2,adjective,describing things
right-hand,,A2,adjective,describing things
round,,A2,adjective,describing things
pretty,PLACE/OBJECT,B1,adjective,describing things
regular,SIZE,B1,adjective,describing things
